Address,Amount Deposited
0x0367Ac69Bf1BcBb4ceDA408E7A1459aC18Ac5e79,11.07307
0x9251ba8d718c2C622b6cE601e4b4c61c21AB7657,11.07299
0xB17ADD4E693335ae1a5593aD6B807D7B24999999,11.01373
0x38a26b2C1765C0B276DA851d3947C41D2B67894b,11.01002
0x535DeA62aB23383CE70F3b09c24bC42977303E8A,10.99998
0xD9992f7bEf928cD17588F74436b6Ca73dd83E95f,10.9279
0xd4b893fe4a7A8F4C36D4ba9C4554a02Aa82e7A96,10.86863
0x620059C782EFDb28DBFC676C73D416E719b086D9,10.81658
0xeA055Ce37f4964b736AA378f2a1a8BC02159fC73,10.78213
0x32Bfb07c933BaFbB2BE27204a1C5Eb6a40f7fDea,10.51541
0x2d7A85Ef4542C76DB9463CFda374f7d049475Cea,10.51364
0x539c25d2B7E4EceB238bA589aB44b948e802F7DD,10.51091
0x316400c17ddC56Adfb47cb6aE764c57C10e9bb1D,10.42488
0x62b979923922045FB5A77bEd9E0753941B1DA52c,10.31472
0x36A8d3BbD2f84d163B19cF8432A8557442918d11,10.24375
0x4042D6f40b802D6Fa5CeD95896Ee768dD5a2AeE8,10.19081
0xC0116ac9464e39c74b9b88b6fd55FC94a8799bc6,10.11972
0xC0aD109D8E23402133082f5b6350A4AaE92a731A,10.05758
0xa6d6d12B2bC5e4a9F7Eb538b1Ef8faa137afEb8D,10.01318
0xe3c48d15784168d620Afb4aB0A1e5bf8fdb8A19f,9.997427
0x5522941073D6E2FdBBEa2Df2359d7466E7F67304,9.997413
0xD0Dd260405000aF469F99C7b6F7886Bbea6B7a25,9.986786
0x758150fc39BCd559D5cc192a683A645a46aAB2Fc,9.986762
0xAC1eA4620de31EACf8f1249b7d543878185b4e93,9.984512
0x2732dA08592f0d349EFa83f6Fb8bb340bc724e17,9.977447
0x5881541E79f5D9d5d72c87E8Ea6F681CAb289B12,9.971853
0x138a9eF205a27cabCc8d27d799bc74f56B570416,9.971088
0x4204F0f2fb61F9cC23028B683A45720cF62DAa47,9.971021
0xccB9F266Bb2787C4C409611B474FA14b4C74378D,9.971012
0x8e787a0C01081df5A9F63A7EB37Df6221B609bd5,9.971003
0x981344e7b9679173381ac4bFA15BDB588b52540B,9.970993
0x327ef5870aD5ce6096Ae5E9D2D5B91ba2b02f52D,9.970984
0xFAb0C3CfD33BE6C4967CC60d23ED9353Aee092e4,9.97093
0xD053980f532610aca4fE16e43c0203161245F6be,9.970916
0xA4ce5514680AEb166028B42DbeB57B903F0c2970,9.969828
0x55984B6BC2611a3ed0150842C7Caa269A4CC0891,9.96704
0x8fb4b6d80118C6155F765B3774FA6Ea345B38d78,9.966535
0xc0e1E00E23c1528A38f79cF349d23223FAE3Ef8b,9.96199
0xdE654740ec9d0AD6D9fC85EBf813A77A7A7719B5,9.946968
0x3B3031333a17CD24d25528cc9d35900411D61Ef9,9.946963
0x38aEa2798b561BC9aED30F28267AD57926d11E39,9.946956
0xB547A0149f59225EF8832c655Af0E129D3a256da,9.946949
0x364cE7a61997f7453D3a696D419445e2B1e5Df3b,9.946942
0x0bFcC2e100e657Bd7738F214Eb6Fc1d35dbDeb64,9.946935
0x97dBc0816a6CBD8CaadE38a5cd46143Bc6A3a414,9.946929
0xE9FE7b890042fFC720a1D10599c33d2AC4CdD1C6,9.946922
0x7445711598777efb4582E4c60411C17dF16a325A,9.946915
0x4C9D6e0d85752e51A5D453F35bC73A23eeb82f27,9.946908
0xcC9608081FC72e7541Af5e1E3f4054Cc6D890013,9.938827
0x113B64dE9690e22494dC3C4B6280156e2a25c487,9.933471
0x231c07D3518AF85Fd38b71cB4EDB1fbB4d4afd22,9.902866
0x5Db0C7e183BB5Ccfd229b87C42035D9589572805,9.9
0x1cFF3cb843201b2C470cd2A9921e5dD5aB883417,9.9
0x059F825206540feE5b529091c594a8809B0cF218,9.9
